"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"sandra cuevas","5K+","May 2, 2025 at 1:40:00 AM UTC-6","May 4, 2025 at 11:30:00 AM UTC-6","sandra cuevas","https://trends.google.com/trends/explore?q=sandra%20cuevas&geo=MX&hl=en-US"
"madonna","1K+","May 5, 2025 at 6:30:00 PM UTC-6","May 6, 2025 at 2:20:00 AM UTC-6","madonna","https://trends.google.com/trends/explore?q=madonna&geo=MX&hl=en-US"
"f1","20K+","May 4, 2025 at 2:40:00 PM UTC-6","May 4, 2025 at 5:00:00 PM UTC-6","f1","https://trends.google.com/trends/explore?q=f1&geo=MX&hl=en-US"
"dia de star wars","2K+","May 4, 2025 at 7:40:00 AM UTC-6","May 5, 2025 at 12:20:00 AM UTC-6","dia de star wars,día de star wars","https://trends.google.com/trends/explore?q=dia%20de%20star%20wars&geo=MX&hl=en-US"
"mariners","500+","May 5, 2025 at 8:30:00 PM UTC-6","May 6, 2025 at 1:00:00 AM UTC-6","mariners","https://trends.google.com/trends/explore?q=mariners&geo=MX&hl=en-US"
"real madrid","20K+","May 4, 2025 at 6:50:00 AM UTC-6","May 4, 2025 at 9:30:00 AM UTC-6","real madrid","https://trends.google.com/trends/explore?q=real%20madrid&geo=MX&hl=en-US"
"fofo marquez","10K+","May 1, 2025 at 1:10:00 PM UTC-6","May 2, 2025 at 11:20:00 PM UTC-6","fofo marquez,fofo marquez edad,fofo marquez libre","https://trends.google.com/trends/explore?q=fofo%20marquez&geo=MX&hl=en-US"
"daniel rodríguez crespo","10K+","May 3, 2025 at 12:00:00 PM UTC-6","May 3, 2025 at 8:10:00 PM UTC-6","daniel rodríguez crespo,dani rodriguez,dani rodriguez barcelona,dani rodríguez","https://trends.google.com/trends/explore?q=daniel%20rodr%C3%ADguez%20crespo&geo=MX&hl=en-US"
"epic games store","2K+","May 4, 2025 at 2:30:00 PM UTC-6","May 5, 2025 at 8:10:00 AM UTC-6","epic games store","https://trends.google.com/trends/explore?q=epic%20games%20store&geo=MX&hl=en-US"
"donald trump papa francisco","2K+","May 3, 2025 at 9:30:00 AM UTC-6","May 4, 2025 at 3:50:00 PM UTC-6","donald trump papa francisco","https://trends.google.com/trends/explore?q=donald%20trump%20papa%20francisco&geo=MX&hl=en-US"
"despidos wwe 2025","5K+","May 3, 2025 at 12:30:00 AM UTC-6","May 3, 2025 at 7:30:00 PM UTC-6","despidos wwe 2025,despidos wwe","https://trends.google.com/trends/explore?q=despidos%20wwe%202025&geo=MX&hl=en-US"
"zoe ticketmaster","2K+","May 5, 2025 at 9:30:00 AM UTC-6","May 5, 2025 at 1:20:00 PM UTC-6","zoe ticketmaster,zoe concierto,ocesa,ticketmaster zoe,boletos zoe","https://trends.google.com/trends/explore?q=zoe%20ticketmaster&geo=MX&hl=en-US"
"villarreal - osasuna","5K+","May 3, 2025 at 7:40:00 AM UTC-6","May 3, 2025 at 9:10:00 PM UTC-6","villarreal - osasuna,villarreal vs osasuna,villarreal","https://trends.google.com/trends/explore?q=villarreal%20-%20osasuna&geo=MX&hl=en-US"
"monza - atalanta","5K+","May 4, 2025 at 6:40:00 AM UTC-6","May 4, 2025 at 4:00:00 PM UTC-6","monza - atalanta,atalanta,monza vs atalanta","https://trends.google.com/trends/explore?q=monza%20-%20atalanta&geo=MX&hl=en-US"
"braves - reds","1K+","May 5, 2025 at 5:20:00 PM UTC-6","May 5, 2025 at 10:00:00 PM UTC-6","braves - reds","https://trends.google.com/trends/explore?q=braves%20-%20reds&geo=MX&hl=en-US"
"al hilal - al-ahli saudi","20K+","April 29, 2025 at 9:50:00 AM UTC-6","April 30, 2025 at 11:20:00 AM UTC-6","al hilal - al-ahli saudi,al ahli,al hilal,al hilal vs,al hilal vs. al-ahli saudi","https://trends.google.com/trends/explore?q=al%20hilal%20-%20al-ahli%20saudi&geo=MX&hl=en-US"
"sep suspende clases","10K+","April 30, 2025 at 12:40:00 PM UTC-6","May 2, 2025 at 3:30:00 AM UTC-6","sep suspende clases,suspensión de clases mayo,clases sep,dias oficiales 2025,mañana hay clases,dias festivos de mayo sep,días festivos de mayo,hay clases el viernes 2 de mayo,que se celebra el 2 de mayo,dias festivos 2025,2 de mayo que se celebra","https://trends.google.com/trends/explore?q=sep%20suspende%20clases&geo=MX&hl=en-US"
"brewers - astros","2K+","May 5, 2025 at 6:00:00 PM UTC-6","May 5, 2025 at 10:00:00 PM UTC-6","brewers - astros,astros,houston astros,astros vs","https://trends.google.com/trends/explore?q=brewers%20-%20astros&geo=MX&hl=en-US"
"chile","10K+","May 2, 2025 at 8:20:00 AM UTC-6","May 3, 2025 at 11:20:00 AM UTC-6","chile,alerta tsunami chile,terremoto en chile,terremoto en chile hoy,argentina,terremoto chile","https://trends.google.com/trends/explore?q=chile&geo=MX&hl=en-US"
"zoe","2K+","May 5, 2025 at 10:00:00 AM UTC-6","May 5, 2025 at 1:30:00 PM UTC-6","zoe","https://trends.google.com/trends/explore?q=zoe&geo=MX&hl=en-US"
"barca vs valladolid","10K+","May 3, 2025 at 10:30:00 AM UTC-6","May 3, 2025 at 7:40:00 PM UTC-6","barca vs valladolid,alineaciones de real valladolid contra futbol club barcelona,dónde mirar real valladolid contra futbol club barcelona,valladolid fc,real valladolid vs fc barcelona,futbol club barcelona,real valladolid contra futbol club barcelona,fermín lópez marín,barcelona vs.,posiciones de real valladolid contra futbol club barcelona,barca hoy,barcelona vs real valladolid,fútbol club barcelona,estadísticas de real valladolid contra futbol club barcelona,barca fc,real valladolid club de fútbol,donde ver barcelona vs valladolid","https://trends.google.com/trends/explore?q=barca%20vs%20valladolid&geo=MX&hl=en-US"
"estoril - benfica","5K+","May 3, 2025 at 12:50:00 PM UTC-6","May 3, 2025 at 9:50:00 PM UTC-6","estoril - benfica,benfica","https://trends.google.com/trends/explore?q=estoril%20-%20benfica&geo=MX&hl=en-US"
"barcelona - deportivo","5K+","May 4, 2025 at 8:50:00 AM UTC-6","May 4, 2025 at 3:20:00 PM UTC-6","barcelona - deportivo,primera división femenina","https://trends.google.com/trends/explore?q=barcelona%20-%20deportivo&geo=MX&hl=en-US"
"real sociedad vs athletic bilbao","2K+","May 4, 2025 at 8:00:00 AM UTC-6","May 4, 2025 at 6:10:00 PM UTC-6","real sociedad vs athletic bilbao","https://trends.google.com/trends/explore?q=real%20sociedad%20vs%20athletic%20bilbao&geo=MX&hl=en-US"
"colman domingo","1K+","May 5, 2025 at 4:10:00 PM UTC-6","May 5, 2025 at 10:10:00 PM UTC-6","colman domingo","https://trends.google.com/trends/explore?q=colman%20domingo&geo=MX&hl=en-US"
"telcel telmex","10K+","May 2, 2025 at 9:20:00 PM UTC-6","May 3, 2025 at 9:00:00 PM UTC-6","telcel telmex,telcel,falla telcel,red telcel,se cae telcel","https://trends.google.com/trends/explore?q=telcel%20telmex&geo=MX&hl=en-US"
"yankees - rays","5K+","May 2, 2025 at 4:50:00 PM UTC-6","May 3, 2025 at 7:40:00 PM UTC-6","yankees - rays","https://trends.google.com/trends/explore?q=yankees%20-%20rays&geo=MX&hl=en-US"
"boletos concierto ivan cornejo","20K+","April 29, 2025 at 10:20:00 PM UTC-6","May 1, 2025 at 9:30:00 AM UTC-6","boletos concierto ivan cornejo,boletos ivan cornejo,ivan cornejo puebla,ivan cornejo boletos,ivan cornejo cdmx,boletos ivan cornejo puebla,boletos iván cornejo,teatro metropolitan,teatro diana,iván cornejo boletos,ivan cornejo guadalajara,ivan cornejo cdmx boletos,ivan cornejo conciertos méxico 2025,ivan cornejo leon,ivan cornejo puebla 2025","https://trends.google.com/trends/explore?q=boletos%20concierto%20ivan%20cornejo&geo=MX&hl=en-US"
"temblor hoy cd juarez","10K+","May 3, 2025 at 7:50:00 PM UTC-6","May 4, 2025 at 2:50:00 PM UTC-6","temblor hoy cd juarez,sismo ciudad juarez,temblor cd juarez,sismo ciudad juárez,ciudad juárez temblor,sismo cd juarez,temblor,temblor ciudad juarez,temblor en juarez,temblor en juárez,temblor en ciudad juárez,temblor en cd juarez,temblor juarez,temblor en juárez hoy","https://trends.google.com/trends/explore?q=temblor%20hoy%20cd%20juarez&geo=MX&hl=en-US"
"paris fc","5K+","May 2, 2025 at 2:30:00 PM UTC-6","May 4, 2025 at 1:50:00 AM UTC-6","paris fc","https://trends.google.com/trends/explore?q=paris%20fc&geo=MX&hl=en-US"
"mainz 05 - frankfurt","5K+","May 4, 2025 at 10:50:00 AM UTC-6","May 4, 2025 at 4:00:00 PM UTC-6","mainz 05 - frankfurt,mainz vs frankfurt,mainz,mainz vs,frankfurt vs,mainz 05 vs. frankfurt","https://trends.google.com/trends/explore?q=mainz%2005%20-%20frankfurt&geo=MX&hl=en-US"
"casper ruud","5K+","May 4, 2025 at 10:20:00 AM UTC-6","May 4, 2025 at 4:30:00 PM UTC-6","casper ruud,jack draper,draper,jakub menšík,cerundolo","https://trends.google.com/trends/explore?q=casper%20ruud&geo=MX&hl=en-US"
"nike","20K+","May 1, 2025 at 11:10:00 AM UTC-6","May 2, 2025 at 7:10:00 PM UTC-6","nike","https://trends.google.com/trends/explore?q=nike&geo=MX&hl=en-US"
"sat devolución","10K+","April 29, 2025 at 9:00:00 PM UTC-6","May 1, 2025 at 6:10:00 PM UTC-6","sat devolución,devoluciones sat,devolución,sat declaración anual devolución","https://trends.google.com/trends/explore?q=sat%20devoluci%C3%B3n&geo=MX&hl=en-US"
"lille vs marsella","2K+","May 4, 2025 at 9:00:00 AM UTC-6","May 4, 2025 at 9:00:00 PM UTC-6","lille vs marsella,lille","https://trends.google.com/trends/explore?q=lille%20vs%20marsella&geo=MX&hl=en-US"
"cubs - giants","500+","May 5, 2025 at 6:10:00 PM UTC-6","May 5, 2025 at 9:40:00 PM UTC-6","cubs - giants","https://trends.google.com/trends/explore?q=cubs%20-%20giants&geo=MX&hl=en-US"
"mls","10K+","May 3, 2025 at 6:10:00 PM UTC-6","May 3, 2025 at 11:00:00 PM UTC-6","mls,inter miami vs ny red bulls,inter miami vs. new york rb","https://trends.google.com/trends/explore?q=mls&geo=MX&hl=en-US"
"torino - venezia","10K+","May 2, 2025 at 12:00:00 PM UTC-6","May 3, 2025 at 12:30:00 AM UTC-6","torino - venezia,torino vs venezia","https://trends.google.com/trends/explore?q=torino%20-%20venezia&geo=MX&hl=en-US"
"milan vs","20K+","May 5, 2025 at 2:40:00 PM UTC-6","May 5, 2025 at 3:40:00 PM UTC-6","milan vs,barca,denzel dumfries,barca vs inter milan,mehdi taremi,dumfries,thuram,alessandro bastoni,nicolò barella,cubarsi,barcelona vs. inte,fc barcelona vs inter milan lineups","https://trends.google.com/trends/explore?q=milan%20vs&geo=MX&hl=en-US"
"monterrey - tigres uanl","10K+","April 29, 2025 at 9:50:00 AM UTC-6","April 30, 2025 at 11:10:00 AM UTC-6","monterrey - tigres uanl","https://trends.google.com/trends/explore?q=monterrey%20-%20tigres%20uanl&geo=MX&hl=en-US"
"amandititita","2K+","May 3, 2025 at 7:40:00 AM UTC-6","May 4, 2025 at 2:10:00 PM UTC-6","amandititita","https://trends.google.com/trends/explore?q=amandititita&geo=MX&hl=en-US"
"lakers","50K+","April 30, 2025 at 8:20:00 PM UTC-6","May 1, 2025 at 12:30:00 AM UTC-6","lakers,lakers - timberwolves,lakers vs timberwolves,lakers vs,timberwolves,rudy gobert,lakers vs. timberwolves,nba playoffs,lakers vs minnesota,minnesota vs lakers","https://trends.google.com/trends/explore?q=lakers&geo=MX&hl=en-US"
"seattle sounders - st. louis city sc","2K+","May 3, 2025 at 8:20:00 PM UTC-6","May 4, 2025 at 10:50:00 AM UTC-6","seattle sounders - st. louis city sc,seattle sounders","https://trends.google.com/trends/explore?q=seattle%20sounders%20-%20st.%20louis%20city%20sc&geo=MX&hl=en-US"
"pension ernesto zedillo","5K+","April 30, 2025 at 9:30:00 AM UTC-6","May 1, 2025 at 11:20:00 AM UTC-6","pension ernesto zedillo","https://trends.google.com/trends/explore?q=pension%20ernesto%20zedillo&geo=MX&hl=en-US"
"lyme","1K+","May 4, 2025 at 9:50:00 PM UTC-6","May 6, 2025 at 12:20:00 AM UTC-6","lyme","https://trends.google.com/trends/explore?q=lyme&geo=MX&hl=en-US"
"alerta sismica","20K+","April 29, 2025 at 9:10:00 AM UTC-6","April 30, 2025 at 11:30:00 AM UTC-6","alerta sismica,simulacro alerta sísmica,alerta sísmica simulacro nacional 2025,simulacro hoy,sismologico nacional,a que hora sera el simulacro del 29 de abril 2025,alarma sísmica,alarma sismica,alerta sismica 29 de abril,simulacro nacional 29 de abril 2025,a qué hora es el simulacro,simulacro 2025,simulacro de sismo,sismos,alerta sísmica hoy,temblor 2025,alerta sismica 29 de abril 2025,alerta presidencial,simulacro cdmx,simulacro 29 de abril 2025,alerta sísmica,porque hay simulacro el 29 de abril,a que hora es el simulacro del 29 de abril 2025,simulacro nacional 2025 hora,simulacro sismo,a que hora es el simulacro de hoy 2025,hora del simulacro nacional 2025,cuando es el simulacro 2025,noticias en vivo,29 de abril simulacro,simulacro abril 2025,simulacro 29 abril 2025,mega simulacro 2025,simulacro nacional hoy,a que hora es el simulacro de hoy","https://trends.google.com/trends/explore?q=alerta%20sismica&geo=MX&hl=en-US"
"pachuca vs barcelona","5K+","April 30, 2025 at 6:10:00 PM UTC-6","May 2, 2025 at 7:40:00 AM UTC-6","pachuca vs barcelona,barcelona vs pachuca,pachuca vs barcelona de ecuador,cuando juega el barcelona","https://trends.google.com/trends/explore?q=pachuca%20vs%20barcelona&geo=MX&hl=en-US"
"actualización de whatsapp","2K+","May 4, 2025 at 6:30:00 PM UTC-6","May 5, 2025 at 7:00:00 AM UTC-6","actualización de whatsapp","https://trends.google.com/trends/explore?q=actualizaci%C3%B3n%20de%20whatsapp&geo=MX&hl=en-US"
"disney plus","10K+","May 3, 2025 at 7:20:00 PM UTC-6","May 3, 2025 at 11:30:00 PM UTC-6","disney plus,4 de mayo star wars,que se celebra el 4 de mayo","https://trends.google.com/trends/explore?q=disney%20plus&geo=MX&hl=en-US"
"empoli - lazio","2K+","May 4, 2025 at 4:00:00 AM UTC-6","May 4, 2025 at 12:10:00 PM UTC-6","empoli - lazio,empoli vs lazio","https://trends.google.com/trends/explore?q=empoli%20-%20lazio&geo=MX&hl=en-US"
"liga de campeones de la afc","50K+","April 30, 2025 at 10:40:00 AM UTC-6","April 30, 2025 at 4:50:00 PM UTC-6","liga de campeones de la afc,al nassr,al nassr vs,al-nassr vs. kawasaki frontale,champions asia,al-nassr,dónde mirar al-nassr contra kawasaki frontale,cristiano ronaldo,al.nassr","https://trends.google.com/trends/explore?q=liga%20de%20campeones%20de%20la%20afc&geo=MX&hl=en-US"
"isabela merced","1K+","May 4, 2025 at 8:40:00 PM UTC-6","May 5, 2025 at 3:50:00 AM UTC-6","isabela merced","https://trends.google.com/trends/explore?q=isabela%20merced&geo=MX&hl=en-US"
"golden state","2K+","May 4, 2025 at 6:40:00 PM UTC-6","May 4, 2025 at 10:40:00 PM UTC-6","golden state,warriors vs,timberwolves","https://trends.google.com/trends/explore?q=golden%20state&geo=MX&hl=en-US"
"san diego fc - fc dallas","5K+","May 3, 2025 at 6:40:00 PM UTC-6","May 4, 2025 at 1:30:00 AM UTC-6","san diego fc - fc dallas,san diego fc","https://trends.google.com/trends/explore?q=san%20diego%20fc%20-%20fc%20dallas&geo=MX&hl=en-US"
"leverkusen vs","2K+","May 4, 2025 at 9:00:00 AM UTC-6","May 4, 2025 at 3:30:00 PM UTC-6","leverkusen vs","https://trends.google.com/trends/explore?q=leverkusen%20vs&geo=MX&hl=en-US"
"nba","10K+","May 4, 2025 at 8:40:00 PM UTC-6","May 4, 2025 at 10:10:00 PM UTC-6","nba,nba playoffs,playoffs nba,playoffs nba 2025","https://trends.google.com/trends/explore?q=nba&geo=MX&hl=en-US"
"brentford vs manchester united","2K+","May 3, 2025 at 11:00:00 PM UTC-6","May 4, 2025 at 3:10:00 PM UTC-6","brentford vs manchester united,brentford,brentford vs man united,brentford vs. manchester united","https://trends.google.com/trends/explore?q=brentford%20vs%20manchester%20united&geo=MX&hl=en-US"
"psv - fortuna sittard","5K+","May 3, 2025 at 12:20:00 PM UTC-6","May 3, 2025 at 8:40:00 PM UTC-6","psv - fortuna sittard","https://trends.google.com/trends/explore?q=psv%20-%20fortuna%20sittard&geo=MX&hl=en-US"
"bebé lupita tiktok","10K+","April 30, 2025 at 12:10:00 AM UTC-6","April 30, 2025 at 11:40:00 PM UTC-6","bebé lupita tiktok,bebe de lupita tiktok,hija de lupita tiktok,lupita tiktok bebé,bebe de lupita tiktok muerte cerebral,muerte cerebral,bebé de lupita tiktok,lupita tiktok bebe,lupita tik tok,mariana rodriguez","https://trends.google.com/trends/explore?q=beb%C3%A9%20lupita%20tiktok&geo=MX&hl=en-US"
"the last of us estreno capitulo 4","2K+","May 4, 2025 at 9:40:00 PM UTC-6","May 5, 2025 at 7:10:00 AM UTC-6","the last of us estreno capitulo 4,estreno capitulo 4 the last of us,a que hora sale el capitulo de the last of us","https://trends.google.com/trends/explore?q=the%20last%20of%20us%20estreno%20capitulo%204&geo=MX&hl=en-US"
"lewis pullman","2K+","May 1, 2025 at 10:10:00 PM UTC-6","May 5, 2025 at 2:20:00 AM UTC-6","lewis pullman,sentry marvel","https://trends.google.com/trends/explore?q=lewis%20pullman&geo=MX&hl=en-US"
"medellín - atlético nacional","2K+","May 4, 2025 at 2:40:00 PM UTC-6","May 4, 2025 at 8:10:00 PM UTC-6","medellín - atlético nacional,la liga tabla,posiciones de la liga","https://trends.google.com/trends/explore?q=medell%C3%ADn%20-%20atl%C3%A9tico%20nacional&geo=MX&hl=en-US"
"leicester city - southampton","5K+","May 3, 2025 at 7:30:00 AM UTC-6","May 3, 2025 at 3:30:00 PM UTC-6","leicester city - southampton","https://trends.google.com/trends/explore?q=leicester%20city%20-%20southampton&geo=MX&hl=en-US"
"mayo","5K+","May 1, 2025 at 12:40:00 AM UTC-6","May 2, 2025 at 3:30:00 PM UTC-6","mayo","https://trends.google.com/trends/explore?q=mayo&geo=MX&hl=en-US"
"nilda patricia velasco","5K+","April 30, 2025 at 5:10:00 PM UTC-6","May 2, 2025 at 11:10:00 AM UTC-6","nilda patricia velasco","https://trends.google.com/trends/explore?q=nilda%20patricia%20velasco&geo=MX&hl=en-US"
"la chica salvaje","2K+","May 3, 2025 at 5:10:00 PM UTC-6","May 5, 2025 at 3:00:00 AM UTC-6","la chica salvaje","https://trends.google.com/trends/explore?q=la%20chica%20salvaje&geo=MX&hl=en-US"
"bragantino","500+","May 5, 2025 at 4:10:00 PM UTC-6","May 5, 2025 at 7:10:00 PM UTC-6","bragantino","https://trends.google.com/trends/explore?q=bragantino&geo=MX&hl=en-US"
"marcus thuram","5K+","April 30, 2025 at 12:20:00 PM UTC-6","May 1, 2025 at 2:30:00 PM UTC-6","marcus thuram","https://trends.google.com/trends/explore?q=marcus%20thuram&geo=MX&hl=en-US"
"alberto del río","1K+","May 5, 2025 at 1:10:00 PM UTC-6","May 5, 2025 at 3:40:00 PM UTC-6","alberto del río","https://trends.google.com/trends/explore?q=alberto%20del%20r%C3%ADo&geo=MX&hl=en-US"
"flor tabasco 2025","5K+","April 30, 2025 at 8:00:00 PM UTC-6","May 1, 2025 at 4:30:00 PM UTC-6","flor tabasco 2025","https://trends.google.com/trends/explore?q=flor%20tabasco%202025&geo=MX&hl=en-US"
"paulo londra","2K+","May 2, 2025 at 5:10:00 PM UTC-6","May 5, 2025 at 1:20:00 AM UTC-6","paulo londra,paulo londra monterrey","https://trends.google.com/trends/explore?q=paulo%20londra&geo=MX&hl=en-US"
"ticketmaster","20K+","May 2, 2025 at 9:10:00 AM UTC-6","May 2, 2025 at 12:00:00 PM UTC-6","ticketmaster,ticketmaster mexico","https://trends.google.com/trends/explore?q=ticketmaster&geo=MX&hl=en-US"
"grêmio - santos","2K+","May 4, 2025 at 12:20:00 PM UTC-6","May 4, 2025 at 5:30:00 PM UTC-6","grêmio - santos,gremio","https://trends.google.com/trends/explore?q=gr%C3%AAmio%20-%20santos&geo=MX&hl=en-US"
"cagliari - udinese","5K+","May 3, 2025 at 7:00:00 AM UTC-6","May 3, 2025 at 1:10:00 PM UTC-6","cagliari - udinese,cagliari vs udinese,cagliari vs,cagliari fc","https://trends.google.com/trends/explore?q=cagliari%20-%20udinese&geo=MX&hl=en-US"
"f1 tv","10K+","May 4, 2025 at 1:50:00 PM UTC-6","May 4, 2025 at 3:30:00 PM UTC-6","f1 tv,max verstappen,formula 1 hoy,f1 hoy,fórmula 1 clasificación,clasificacion f1,f1 en vivo,qualy f1,f1 tv pro,horario f1,formula 1 en vivo,horarios gp miami 2025,verstappen,gp miami 2025,horario gp miami 2025,gp de miami,formula 1 tv","https://trends.google.com/trends/explore?q=f1%20tv&geo=MX&hl=en-US"
"jalen williams","200+","May 5, 2025 at 9:10:00 PM UTC-6","May 5, 2025 at 11:40:00 PM UTC-6","jalen williams","https://trends.google.com/trends/explore?q=jalen%20williams&geo=MX&hl=en-US"
"okc vs denver","200+","May 5, 2025 at 9:30:00 PM UTC-6","May 5, 2025 at 11:40:00 PM UTC-6","okc vs denver","https://trends.google.com/trends/explore?q=okc%20vs%20denver&geo=MX&hl=en-US"
"clima toluca","200+","May 6, 2025 at 6:20:00 AM UTC-6","May 6, 2025 at 7:10:00 AM UTC-6","clima toluca,tiempo de hoy","https://trends.google.com/trends/explore?q=clima%20toluca&geo=MX&hl=en-US"
"sporting lisboa","2K+","May 4, 2025 at 12:30:00 PM UTC-6","May 4, 2025 at 5:00:00 PM UTC-6","sporting lisboa","https://trends.google.com/trends/explore?q=sporting%20lisboa&geo=MX&hl=en-US"
"carlos slim","2K+","May 3, 2025 at 3:20:00 PM UTC-6","May 4, 2025 at 5:50:00 AM UTC-6","carlos slim","https://trends.google.com/trends/explore?q=carlos%20slim&geo=MX&hl=en-US"
"europa league","50K+","May 1, 2025 at 2:00:00 PM UTC-6","May 1, 2025 at 4:10:00 PM UTC-6","europa league,athletic vs. manchester united,uefa europa league,athletic bilbao vs manchester united,manchester united vs athletic bilbao,manchester united vs,athletic bilbao,united vs,dónde mirar athletic bilbao contra manchester united,bilbao vs manchester united,athletic de bilbao vs manchester united,manchester vs,nico williams","https://trends.google.com/trends/explore?q=europa%20league&geo=MX&hl=en-US"
"ivan morales","5K+","May 1, 2025 at 9:30:00 AM UTC-6","May 2, 2025 at 2:10:00 PM UTC-6","ivan morales,ivan morales policia,iván morales corrales","https://trends.google.com/trends/explore?q=ivan%20morales&geo=MX&hl=en-US"
"ricardo salinas pliego","2K+","May 2, 2025 at 12:20:00 PM UTC-6","May 3, 2025 at 7:00:00 AM UTC-6","ricardo salinas pliego","https://trends.google.com/trends/explore?q=ricardo%20salinas%20pliego&geo=MX&hl=en-US"
"claudio delgado","2K+","May 3, 2025 at 7:50:00 PM UTC-6","May 4, 2025 at 9:50:00 AM UTC-6","claudio delgado,actor claudio delgado","https://trends.google.com/trends/explore?q=claudio%20delgado&geo=MX&hl=en-US"
"alcatraz","1K+","May 4, 2025 at 6:50:00 PM UTC-6","May 5, 2025 at 10:30:00 PM UTC-6","alcatraz","https://trends.google.com/trends/explore?q=alcatraz&geo=MX&hl=en-US"
"kentucky derby 2025","2K+","May 3, 2025 at 9:10:00 AM UTC-6","May 3, 2025 at 8:30:00 PM UTC-6","kentucky derby 2025,derby de kentucky 2025","https://trends.google.com/trends/explore?q=kentucky%20derby%202025&geo=MX&hl=en-US"
"jose murguia","2K+","May 4, 2025 at 6:00:00 PM UTC-6","May 4, 2025 at 10:20:00 PM UTC-6","jose murguia,murguia santiago","https://trends.google.com/trends/explore?q=jose%20murguia&geo=MX&hl=en-US"
"mcdonalds","5K+","April 30, 2025 at 8:40:00 AM UTC-6","May 1, 2025 at 4:50:00 AM UTC-6","mcdonalds,mc donalds","https://trends.google.com/trends/explore?q=mcdonalds&geo=MX&hl=en-US"
"sergio canales","2K+","May 4, 2025 at 7:00:00 PM UTC-6","May 4, 2025 at 10:30:00 PM UTC-6","sergio canales","https://trends.google.com/trends/explore?q=sergio%20canales&geo=MX&hl=en-US"
"weather tomorrow","5K+","May 4, 2025 at 9:00:00 PM UTC-6","May 5, 2025 at 1:00:00 AM UTC-6","weather tomorrow","https://trends.google.com/trends/explore?q=weather%20tomorrow&geo=MX&hl=en-US"
"julio césar chávez","2K+","May 4, 2025 at 10:00:00 PM UTC-6","May 5, 2025 at 1:10:00 AM UTC-6","julio césar chávez,julio cesar chavez,por","https://trends.google.com/trends/explore?q=julio%20c%C3%A9sar%20ch%C3%A1vez&geo=MX&hl=en-US"
"everton - ipswich","5K+","May 3, 2025 at 7:20:00 AM UTC-6","May 3, 2025 at 2:40:00 PM UTC-6","everton - ipswich,everton vs,everton,everton fc,everton vs ipswich","https://trends.google.com/trends/explore?q=everton%20-%20ipswich&geo=MX&hl=en-US"
"bruno surace","2K+","May 3, 2025 at 6:50:00 PM UTC-6","May 4, 2025 at 1:30:00 AM UTC-6","bruno surace","https://trends.google.com/trends/explore?q=bruno%20surace&geo=MX&hl=en-US"
"jaiba brava","2K+","May 4, 2025 at 5:10:00 PM UTC-6","May 4, 2025 at 8:40:00 PM UTC-6","jaiba brava,jaiba brava vs mineros,tampico madero,mineros de zacatecas,tampico vs mineros,liga expansion,liga de expansion","https://trends.google.com/trends/explore?q=jaiba%20brava&geo=MX&hl=en-US"
"alex caruso","200+","May 5, 2025 at 9:40:00 PM UTC-6","May 5, 2025 at 11:50:00 PM UTC-6","alex caruso","https://trends.google.com/trends/explore?q=alex%20caruso&geo=MX&hl=en-US"
"inter vs verona","5K+","May 3, 2025 at 11:50:00 AM UTC-6","May 3, 2025 at 5:50:00 PM UTC-6","inter vs verona,inter milan,inter vs. hellas verona,joaquín correa,inter milan vs","https://trends.google.com/trends/explore?q=inter%20vs%20verona&geo=MX&hl=en-US"
"1fit","5K+","April 29, 2025 at 5:00:00 PM UTC-6","May 1, 2025 at 10:50:00 AM UTC-6","1fit","https://trends.google.com/trends/explore?q=1fit&geo=MX&hl=en-US"
"sergio ramos","2K+","May 4, 2025 at 7:30:00 PM UTC-6","May 4, 2025 at 10:10:00 PM UTC-6","sergio ramos","https://trends.google.com/trends/explore?q=sergio%20ramos&geo=MX&hl=en-US"
"unilever","2K+","May 2, 2025 at 8:00:00 AM UTC-6","May 2, 2025 at 11:50:00 PM UTC-6","unilever","https://trends.google.com/trends/explore?q=unilever&geo=MX&hl=en-US"
"sorteo lotería nacional","2K+","May 3, 2025 at 12:30:00 AM UTC-6","May 3, 2025 at 11:00:00 AM UTC-6","sorteo lotería nacional,loteria nacional 2 de mayo 2025,sorteo superior de la lotería nacional,sorteo superior lotería nacional,lotenal,lotería nacional","https://trends.google.com/trends/explore?q=sorteo%20loter%C3%ADa%20nacional&geo=MX&hl=en-US"
"lupillo rivera","2K+","April 30, 2025 at 5:20:00 PM UTC-6","May 1, 2025 at 4:40:00 PM UTC-6","lupillo rivera","https://trends.google.com/trends/explore?q=lupillo%20rivera&geo=MX&hl=en-US"
"lyon - lens","2K+","May 4, 2025 at 9:00:00 AM UTC-6","May 4, 2025 at 9:10:00 PM UTC-6","lyon - lens,lyon fc,lyon vs lens","https://trends.google.com/trends/explore?q=lyon%20-%20lens&geo=MX&hl=en-US"
"utilidades 2025","500+","May 5, 2025 at 11:10:00 AM UTC-6","May 6, 2025 at 7:50:00 AM UTC-6","utilidades 2025","https://trends.google.com/trends/explore?q=utilidades%202025&geo=MX&hl=en-US"
"xbox cloud gaming","2K+","May 4, 2025 at 3:00:00 PM UTC-6","May 4, 2025 at 7:50:00 PM UTC-6","xbox cloud gaming,xbox cloud","https://trends.google.com/trends/explore?q=xbox%20cloud%20gaming&geo=MX&hl=en-US"
